OBJECTID,Join_Count,TARGET_FID,Fatalities,PedFatalities,BikeFatalities,MVOFatalities,YR,nodeX,nodeY,STREET1,STREET2
669,3,669,2,2,0,0,2013,1017948.002,207801.4152,QUEENS BOULEVARD                ,REEDER STREET                   
670,1,670,1,1,0,0,2013,1032213.111,213476.4235,MAIN STREET                     ,CHERRY AVENUE                   
671,4,671,1,0,0,1,2013,1011976.295,262275.0611,BROADWAY                        ,WEST 240 STREET                 
672,1,672,1,1,0,0,2013,1044817.919,182944.3727,137 AVENUE                      ,ROCKAWAY BOULEVARD              
673,1,673,1,1,0,0,2013,1009677.071,194275.7503,MADISON STREET                  ,MYRTLE AVENUE                   
674,10,674,1,0,0,1,2013,985733.081,219801.7025,WEST 55 STREET                  ,12 AVENUE                       
675,1,675,1,1,0,0,2013,1002769.746,152759.2336,BRAGG STREET                    ,SHORE PARKWAY                   
676,1,676,1,1,0,0,2013,1027475.995,264626.4275,EDENWALD AVENUE                 ,BAYCHESTER AVENUE               
677,1,677,1,1,0,0,2013,1009041.433,217627.6255,28 AVENUE                       ,44 STREET                       
678,1,678,1,1,0,0,2013,1011526.05,247827.8791,EAST 176 STREET                 ,WEBSTER AVENUE                  
679,3,679,1,0,0,1,2013,996683.9151,238063.8668,BROADWAY                        ,WEST 135 STREET                 
680,1,680,1,1,0,0,2013,991375.3762,186923.1866,FLATBUSH AVENUE                 ,ST MARKS AVENUE                 
681,1,681,1,1,0,0,2013,1003567.865,176728.3484,UTICA AVENUE                    ,CHURCH AVENUE                   
682,1,682,1,1,0,0,2013,990440.5057,215405.0643,WEST 49 STREET                  ,5 AVENUE                        
683,2,683,1,1,0,0,2013,1056254.572,171381.7551,1 STREET                        ,ROCKAWAY BOULEVARD              
684,1,684,1,1,0,0,2013,1003070.175,209854.6952,33 STREET                       ,47 AVENUE                       
685,1,685,1,1,0,0,2013,1010967.039,213207.1228,58 STREET                       ,BROADWAY                        
686,1,686,1,1,0,0,2013,998910.7971,236510.3922,WEST 134 STREET                 ,FREDERICK DOUGLASS BOULEVARD    
687,3,687,1,0,0,1,2013,1004713.049,210354.9632,QUEENS BOULEVARD                ,39 STREET                       
688,2,688,1,0,0,1,2013,999328.6539,201438.9741,BQE WB ENTRANCE MEEKER AVE      ,GRAHAM AVENUE                   
689,1,689,2,0,0,2,2013,1008971.682,224504.7148,24 STREET                       ,20 AVENUE                       
690,1,690,1,1,0,0,2013,988101.3506,161271.9951,BAY PARKWAY                     ,73 STREET                       
691,3,691,1,0,1,0,2013,1001127.791,232586.6828,PARK AVENUE                     ,EAST 125 STREET                 
692,1,692,1,1,0,0,2013,1001981.601,173077.0236,EAST 43 STREET                  ,AVENUE D                        
693,3,693,1,1,0,0,2013,1024742.182,189488.3324,ATLANTIC AVENUE                 ,88 STREET                       
694,5,694,1,0,0,1,2013,1023303.32,196841.1651,WOODHAVEN BOULEVARD             ,78 AVENUE                       
695,1,695,1,0,0,1,2013,1021065.647,208847.1808,JUNCTION BOULEVARD              ,CHRISTIE AVENUE                 
696,2,696,2,0,0,2,2013,1013585.886,252171.9255,EAST 187 STREET                 ,WEBSTER AVENUE                  
697,2,697,1,1,0,0,2013,1032817.72,211177.1007,BOOTH MEMORIAL AVENUE           ,141 STREET                      
698,1,698,1,1,0,0,2013,1012945.864,242976.5505,BOSTON ROAD                     ,PROSPECT AVENUE                 
699,1,699,1,1,0,0,2013,948906.4139,145039.8727,GUYON AVENUE                    ,NORTH RAILROAD AVENUE           
700,1,700,1,1,0,0,2013,1018474.973,211969.061,ROOSEVELT AVENUE                ,90 STREET                       
701,1,701,1,1,0,0,2013,984639.4907,212609.6339,9 AVENUE                        ,WEST 29 STREET                  
702,2,702,1,0,0,1,2013,1052167.454,192090.5053,LINDEN BOULEVARD                ,197 STREET                      
703,1,703,1,1,0,0,2013,998456.2377,236459.9822,ST NICHOLAS AVENUE              ,WEST 133 STREET                 
704,1,704,1,1,0,0,2013,995432.9136,177854.5403,FLATBUSH AVENUE                 ,WOODRUFF AVENUE                 
705,1,705,1,1,0,0,2013,1022808.206,241123.2832,WHITE PLAINS ROAD               ,WATSON AVENUE                   
706,3,706,1,0,0,1,2013,992658.513,149260.0152,WEST BRIGHTON AVENUE            ,WEST 1 STREET                   
707,1,707,1,1,0,0,2013,1001028.591,212748.4788,27 STREET                       ,QUEENS PLAZA NORTH              
708,1,708,1,1,0,0,2013,1016401.907,247804.3292,EAST 181 STREET                 ,SOUTHERN BOULEVARD              
709,1,709,1,1,0,0,2013,1003679.81,218842.295,21 STREET                       ,31 AVENUE                       
710,1,710,1,1,0,0,2013,996671.5047,217959.9398,YORK AVENUE                     ,EAST 69 STREET                  
711,3,711,1,1,0,0,2013,1007389.53,173166.2295,FOSTER AVENUE                   ,EAST 83 STREET                  
712,1,712,1,0,0,1,2013,1036073.074,218062.9035,NORTHERN BOULEVARD              ,MURRAY STREET                   
713,3,713,1,0,0,1,2013,984273.3398,204118.473,WEST BROADWAY                   ,WEST HOUSTON STREET             
714,1,714,1,0,0,1,2013,1017395.116,185863.2313,LIBERTY AVENUE                  ,BERRIMAN STREET                 
715,1,715,1,1,0,0,2013,986169.6779,215373.7488,9 AVENUE                        ,WEST 41 STREET                  
716,1,716,1,0,0,1,2013,1000801.312,212879.8761,RAMP                            ,QUEENS PLAZA NORTH              
717,3,717,1,0,1,0,2013,988029.438,208946.1898,EAST 23 STREET                  ,PARK AVENUE SOUTH               
718,1,718,1,1,0,0,2013,1014493.036,174011.1655,AVENUE K                        ,EAST 105 STREET                 
719,1,719,1,0,1,0,2013,1011117.419,243842.9625,ST PAULS PLACE                  ,3 AVENUE                        
720,3,720,1,1,0,0,2013,1012384.474,252736.9473,EAST 187 STREET                 ,GRAND CONCOURSE                 
721,1,721,1,1,0,0,2013,992533.2541,190483.5896,CLERMONT AVENUE                 ,DEKALB AVENUE                   
722,5,722,1,1,0,0,2013,1004367.889,237508.8449,GRAND CONCOURSE                 ,EAST 149 STREET                 
723,1,723,1,1,0,0,2013,998004.3061,223386.5411,2 AVENUE                        ,EAST 89 STREET                  
724,3,724,1,0,0,1,2013,992446.9386,166679.7336,AVENUE J                        ,OCEAN PARKWAY                   
725,1,725,1,1,0,0,2013,1034798.226,196531.9843,87 AVENUE                       ,138 STREET                      
726,1,726,1,1,0,0,2013,947095.6209,156564.0724,WALCOTT AVENUE                  ,BRIELLE AVENUE                  
727,3,727,1,1,0,0,2013,1002590.199,183000.0058,SCHENECTADY AVENUE              ,EASTERN PARKWAY                 
728,1,728,1,0,0,1,2013,954335.192,174368.0745,RICHMOND TERRACE                ,SNUG HARBOR ROAD                
729,5,729,1,0,0,1,2013,1025604.289,191151.495,89 AVENUE                       ,WOODHAVEN BOULEVARD             
730,3,730,1,1,0,0,2013,1019520.804,214380.0864,JUNCTION BOULEVARD              ,34 AVENUE                       
731,1,731,1,1,0,0,2013,998259.7551,196137.9582,BROADWAY                        ,LYNCH STREET                    
732,1,732,1,1,0,0,2013,999025.1407,220669.5256,EAST 82 STREET                  ,EAST END AVENUE                 
733,1,733,1,1,0,0,2013,1007965.887,233667.2355,EAST 141 STREET                 ,BEEKMAN AVENUE                  
734,1,734,1,1,0,0,2013,985628.2387,169614.9607,54 STREET                       ,13 AVENUE                       
735,1,735,1,1,0,0,2013,1002320.721,247329.8026,WEST 176 STREET                 ,AUDUBON AVENUE                  
736,3,736,1,0,1,0,2013,998939.5733,228642.3079,EAST 108 STREET                 ,PARK AVENUE                     
737,1,737,1,1,0,0,2013,1031533.986,204656.2869,JEWEL AVENUE                    ,136 STREET                      
738,1,738,1,0,0,1,2013,1014821.959,187693.9232,BARBEY STREET                   ,JAMAICA AVENUE                  
739,1,739,1,1,0,0,2013,1031869.91,190963.021,97 AVENUE                       ,117 STREET                      
740,1,740,1,0,0,1,2013,1013842.991,171410.049,ROCKAWAY PARKWAY                ,AVENUE M                        
741,3,741,1,0,0,1,2013,1054491.577,207442.118,SPRINGFIELD BOULEVARD           ,UNION TURNPIKE                  
742,1,742,1,1,0,0,2013,995496.7324,221369.7538,EAST 78 STREET                  ,LEXINGTON AVENUE                
743,4,743,1,1,0,0,2013,1021832.841,216610.869,GILLMORE STREET                 ,105 STREET                      
744,1,744,1,1,0,0,2013,999667.4885,215031.6103,40 AVENUE                       ,10 STREET                       
745,1,745,1,1,0,0,2013,1052563.641,209850.8566,73 AVENUE                       ,SPRINGFIELD BOULEVARD           
746,1,746,1,0,0,1,2013,984139.5803,211708.658,9 AVENUE                        ,WEST 25 STREET                  
747,1,747,1,1,0,0,2013,1021170.693,252474.8087,CRUGER AVENUE                   ,ASTOR AVENUE                    
748,1,748,1,0,0,1,2013,1004273.198,168142.7622,AVENUE J                        ,UTICA AVENUE                    
749,1,749,2,1,0,1,2013,1024526.48,250519.0712,NEILL AVENUE                    ,WILLIAMSBRIDGE ROAD             
750,3,750,1,1,0,0,2013,981931.5335,212634.2795,12 AVENUE                       ,WEST 24 STREET                  
751,1,751,1,1,0,0,2013,1008005.739,239340.5834,EAST 160 STREET                 ,MELROSE AVENUE                  
752,1,752,1,1,0,0,2013,1027332.403,266080.0335,PITMAN AVENUE                   ,DE REIMER AVENUE                
753,1,753,1,0,0,1,2013,1057792.925,176303.6576,255 STREET                      ,CRAFT AVENUE                    
754,1,754,1,1,0,0,2013,1000629.839,156391.9724,AVENUE W                        ,NOSTRAND AVENUE                 
755,2,755,1,1,0,0,2013,995768.1656,196950.1347,MARCY AVENUE                    ,DIVISION AVENUE                 
756,1,756,1,1,0,0,2013,1016090.09,210347.2893,WOODSIDE AVENUE                 ,BROADWAY                        
757,3,757,1,0,0,1,2013,1011357.639,178210.0613,LINDEN BOULEVARD                ,CHRISTOPHER AVENUE              
758,1,758,1,0,1,0,2013,979537.9034,170710.1029,65 STREET                       ,ERIK PLACE                      
759,1,759,1,1,0,0,2013,986170.8328,163796.5635,18 AVENUE                       ,70 STREET                       
760,3,760,1,1,0,0,2013,1007833.062,244417.7779,GRAND CONCOURSE                 ,MARCY PLACE                     
761,1,761,1,1,0,0,2013,1032441.064,211128.2589,MAIN STREET                     ,57 ROAD                         
762,5,762,1,0,0,1,2013,1005082.412,174171.8509,CLARENDON ROAD                  ,KINGS HIGHWAY                   
763,1,763,1,1,0,0,2013,976379.8979,166179.9872,86 STREET                       ,4 AVENUE                        
764,1,764,1,1,0,0,2013,1019949.842,184443.0836,EUCLID AVENUE                   ,SUTTER AVENUE                   
765,1,765,1,1,0,0,2013,1023617.282,238012.9978,SEWARD AVENUE                   ,WHITE PLAINS ROAD               
766,1,766,1,1,0,0,2013,1019252.57,215025.859,NORTHERN BOULEVARD              ,JUNCTION BOULEVARD              
767,1,767,1,1,0,0,2013,985215.6706,171602.5355,11 AVENUE                       ,49 STREET                       
768,1,768,1,1,0,0,2013,1022526.025,237026.4115,SOUNDVIEW AVENUE                ,RANDALL AVENUE                  
769,3,769,1,0,0,1,2013,1006601.821,172543.0913,RALPH AVENUE                    ,FOSTER AVENUE                   
770,15,770,1,1,0,0,2013,1013463.08,254827.5009,GRAND CONCOURSE                 ,EAST KINGSBRIDGE ROAD           
771,3,771,1,0,0,1,2013,1000510.495,186298.5356,ATLANTIC AVENUE                 ,KINGSTON AVENUE                 
772,1,772,1,0,0,1,2013,1000231.533,178238.1616,EAST 38 STREET                  ,CLARKSON AVENUE                 
773,1,773,1,1,0,0,2013,1058940.472,191487.1601,LINDEN BOULEVARD                ,231 STREET                      
774,1,774,1,1,0,0,2013,1043987.395,184019.8197,132 AVENUE                      ,ROCKAWAY BOULEVARD              
775,3,775,1,1,0,0,2013,1019192.124,214333.7085,94 STREET                       ,34 AVENUE                       
776,12,776,1,1,0,0,2013,1020176.249,206536.0604,QUEENS BOULEVARD                ,WOODHAVEN BOULEVARD             
777,1,777,1,0,0,1,2013,981697.5678,159954.6588,BAY 14 STREET                   ,BATH AVENUE                     
778,1,778,1,1,0,0,2013,994386.6231,215306.5245,1 AVENUE                        ,EAST 56 STREET                  
779,2,779,1,1,0,0,2013,984228.9042,184718.6273,HAMILTON AVENUE                 ,COURT STREET                    
780,3,780,1,1,0,0,2013,1038298.726,206423.6948,164 STREET                      ,69 AVENUE                       
781,3,781,1,1,0,0,2013,998160.1195,227234.4826,EAST 102 STREET                 ,PARK AVENUE                     
782,1,782,1,1,0,0,2013,1060163.583,210256.4332,76 AVENUE                       ,COMMONWEALTH BOULEVARD          
783,1,783,1,1,0,0,2013,993472.7666,162286.1171,AVENUE O                        ,EAST 7 STREET                   
784,1,784,1,0,0,1,2013,1020871.907,251395.1685,WHITE PLAINS ROAD               ,PELHAM PARKWAY SOUTH            
785,1,785,1,1,0,0,2013,999979.7517,168345.0518,FLATBUSH AVENUE                 ,EAST 34 STREET                  
786,9,786,1,1,0,0,2013,1008576.417,177607.4969,LINDEN BOULEVARD                ,ROCKAWAY PARKWAY                
787,2,787,1,0,1,0,2013,1009912.957,204231.8721,MAURICE AVENUE                  ,BORDEN AVENUE                   
788,1,788,1,0,1,0,2013,984648.8017,158611.5939,BAY 26 STREET                   ,BENSON AVENUE                   
789,9,789,1,0,0,1,2013,988539.8011,192861.2751,FLATBUSH AVENUE EXTENSION       ,TILLARY STREET                  
790,1,790,1,1,0,0,2013,990305.8179,217267.7148,WEST 55 STREET                  ,AVENUE OF THE AMERICAS          
791,1,791,1,0,0,1,2013,1057273.569,193668.1629,115 ROAD                        ,222 STREET                      
792,2,792,1,1,0,0,2013,1013172.678,205142.7331,69 STREET                       ,53 DRIVE                        
793,1,793,1,1,0,0,2013,994133.5068,214848.8975,1 AVENUE                        ,EAST 54 STREET                  
794,1,794,1,1,0,0,2013,988268.8305,211484.7214,5 AVENUE                        ,WEST 32 STREET                  
795,1,795,1,1,0,0,2013,1011619.456,213959.021,NORTHERN BOULEVARD              ,61 STREET                       
796,1,796,1,1,0,0,2013,957627.8462,156411.9526,NEWBERRY AVENUE                 ,RICHMOND ROAD                   
797,1,797,1,1,0,0,2013,1020950.85,209517.5502,50 AVENUE                       ,JUNCTION BOULEVARD              
798,3,798,1,0,0,1,2013,993700.4142,153295.6236,OCEAN PARKWAY                   ,BRIGHTON COURT                  
799,1,799,1,1,0,0,2013,1015260.564,246727.1893,EAST TREMONT AVENUE             ,MAPES AVENUE                    
800,1,800,1,1,0,0,2013,989428.6638,209371.3037,EAST 27 STREET                  ,3 AVENUE                        
801,5,801,1,1,0,0,2013,1007749.706,177638.5237,EAST 95 STREET                  ,LINDEN BOULEVARD                
802,1,802,1,1,0,0,2013,1013046.198,184539.5106,GLENMORE AVENUE                 ,PENNSYLVANIA AVENUE             
803,6,803,1,1,0,0,2013,1047000.588,179686.1016,NASSAU EXPRESSWAY               ,FARMERS BOULEVARD               
804,1,804,1,1,0,0,2013,987179.9449,203846.4037,2 AVENUE                        ,EAST 4 STREET                   
805,5,805,2,1,0,1,2013,1009880.788,209570.575,58 STREET                       ,QUEENS BOULEVARD                
806,1,806,1,1,0,0,2013,993633.4422,216961.0159,EAST 60 STREET                  ,3 AVENUE                        
807,1,807,1,1,0,0,2013,991906.4971,217000.1497,MADISON AVENUE                  ,EAST 57 STREET                  
808,1,808,3,0,0,3,2013,993456.1689,157030.1273,EAST 5 STREET                   ,AVENUE U                        
809,1,809,1,0,0,1,2013,996700.5456,207118.2997,EAGLE STREET                    ,MANHATTAN AVENUE                
810,2,810,1,1,0,0,2013,1003611.675,253372.6124,BROADWAY                        ,SHERMAN AVENUE                  
811,5,811,2,2,0,0,2013,1025245.701,192030.5779,JAMAICA AVENUE                  ,WOODHAVEN BOULEVARD             
812,2,812,1,0,0,1,2013,1058376.418,184810.6481,241 STREET                      ,MERRICK BOULEVARD               
813,3,813,1,1,0,0,2013,1018239.993,173942.3598,PENNSYLVANIA AVENUE             ,SEAVIEW AVENUE                  
814,3,814,1,1,0,0,2013,995908.3622,183617.7273,FRANKLIN AVENUE                 ,EASTERN PARKWAY                 
815,2,815,1,1,0,0,2013,1022396.288,191458.4695,JAMAICA AVENUE                  ,80 STREET                       
