"","<35mph","35mph-55mph",">55mph"
"1",0.00842031295661118,0.748666508879939,0.242913178163449
"2",0.0713989368408414,0.648639609788945,0.279961453370214
"3",0.0798846607169076,0.632154352919106,0.287960986363986
"4",0.0373619767447546,0.579200019661042,0.383438003594204
