"","No control","Traffic signal","Traffic Sign","Other"
"1",0.712891336790266,0.142643902376024,0.114812187647933,0.0296525731857771
"2",0.499497696992939,0.272215495264377,0.180771120915833,0.0475156868268518
"3",0.487411897667757,0.279695265604041,0.126535868802991,0.106356967925212
"4",0.41318527884443,0.336498515504994,0.192441768391237,0.0578744372593388
