"","No control","Traffic signal","Traffic Sign","Other"
"1",0.3636517926852,0.444933916209701,0.104692633287088,0.0867216578180104
"2",0.578332013612613,0.301797899920187,0.0599555298337019,0.0599145566334985
"3",0.53193462833531,0.292676182026936,0.129198994337454,0.0461901953003001
"4",0.532818431312797,0.254535090192479,0.159132556307189,0.0535139221875355
