"","Parking","Going straight","Stopping","Decelerating","Turning right","Turning left","Overtaking","Reversing","Negotiating a curve","Other"
"1",0.0638463364928913,0.37674927501915,0.0202967802962236,0.00799226870855249,0.167890871842394,0.270166238519986,0.00846085145844952,0,0.0462638758020158,0.0383335018603367
"2",0.00510491279416014,0.667824865101253,0.153515390316856,0.0199408065773042,0.0281799850053314,0.0496704007043809,0.00331879834484923,0,0.0435719276703645,0.028872913485501
"3",0.00571968061772139,0.255660004069394,0.541667588098324,0.0608634379656443,0.0272255565045569,0.0111255514924759,0.00381433825807505,0.0303570708293984,0.0202535062385492,0.0433132659258608
"4",0.0196018541293935,0.232323436150223,0.00525090379813328,0.0471427566949131,0.186127131850662,0.243844641073979,0.0306872728000038,0.0370956934713841,0.0211521475115848,0.176774162519724
